,subj,pred,obj
2729,Deep white matter hypodensities,same,CDG syndrome type IIk; CDG2K; CDG-IIk;
2730,Morphological abnormality of the pyramidal tract,same,CDG syndrome type IIj; CDG-IIj; CDG2J;
2731,Poor head control,same,CDG syndrome type IIj; CDG-IIj; CDG2J;
2732,Progressive encephalopathy,same,CDG syndrome type IIj; CDG-IIj; CDG2J;
2733,Progressive microcephaly,same,CDG syndrome type IIj; CDG-IIj; CDG2J;
2734,Episodic hemiplegia,same,CDG syndrome type IIj; CDG-IIj; CDG2J;
2735,Episodic quadriplegia,same,CDG IIi; COG5-CDG (CDG-Iii). ; CDG syndrome type IIi;
2736,Delayed ability to walk,same,"Congenital disorder of glycosylation, type IIh ; CDG syndrome type IIh; CDG-IIh;"
2737,Expressive language delay,same,"Congenital disorder of glycosylation, type IIh ; CDG syndrome type IIh; CDG-IIh;"
2738,Upbeat nystagmus,same,"Congenital disorder of glycosylation, type IIh ; CDG syndrome type IIh; CDG-IIh;"
2739,Delayed myelination,same,"Congenital disorder of glycosylation, type IIh ; CDG syndrome type IIh; CDG-IIh;"
2740,Mild myopia,same,"Congenital disorder of glycosylation, type IIh ; CDG syndrome type IIh; CDG-IIh;"
2741,Respiratory failure requiring assisted ventilation,same,"CDG2G; CDG 2G; Congenital disorder of glycosylation, type IIg ;"
2742,Small earlobe,same,"CDG IIf; CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIf; CDG2F ;"
2743,Snoring,same,"CDG IIf; CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIf; CDG2F ;"
2744,Uplifted earlobe,same,Intellectual disability-truncal obesity syndrome; Carbohydrate deficient glycoprotein syndrome type II due to MAN1B1 deficiency; Congenital disorder of glycosylation type 2 due to MAN1B1 deficiency;
2745,Simplified gyral pattern,same,Intellectual disability-truncal obesity syndrome; Carbohydrate deficient glycoprotein syndrome type II due to MAN1B1 deficiency; Congenital disorder of glycosylation type 2 due to MAN1B1 deficiency;
2746,Abnormality of the neck,same,Intellectual disability-truncal obesity syndrome; Carbohydrate deficient glycoprotein syndrome type II due to MAN1B1 deficiency; Congenital disorder of glycosylation type 2 due to MAN1B1 deficiency;
2747,Hypoplasia of the musculature,same,CDG 1E; CDG1E; Carbohydrate-deficient glycoprotein syndrome type 1E;
2748,Rotary nystagmus,same,CDG 1A; CDG1A; Jaeken syndrome;
2749,Abnormal conjugate eye movement,same,CDG 1A; CDG1A; Jaeken syndrome;
2750,Athetosis,same,CDG 1A; CDG1A; Jaeken syndrome;
2751,Clonus,same,CDG 1A; CDG1A; Jaeken syndrome;
2752,Generalized amyotrophy,same,CDG 1A; CDG1A; Jaeken syndrome;
2753,Stahl ear,same,CDG 1A; CDG1A; Jaeken syndrome;
2754,Underfolded superior helices,same,CDG 1A; CDG1A; Jaeken syndrome;
2755,Hyperphosphatemia,same,"Congenital disorder of glycosylation, type Ir ; CDG syndrome type Ir; CDG-Ir;"
2756,Abnormality of the penis,same,Hyperammonemia due to carbamoyl phosphate synthetase 1 deficiency; CPS 1 deficiency; Carbamyl phosphate synthetase (CPS) deficiency
2757,Goiter,same,"CARASIL; Maeda syndrome; Subcortical vascular encephalopathy, progressive;"
2758,Neoplasm of the breast,same,Carney syndrome; CNC1; Carney myxoma-endocrine complex;
2759,Testicular neoplasm,same,Carney syndrome; CNC1; Carney myxoma-endocrine complex;
2760,Microangiopathic hemolytic anemia,same,Carney syndrome; CNC1; Carney myxoma-endocrine complex;
2761,Decreased level of thrombomodulin,same,Carney syndrome; CNC1; Carney myxoma-endocrine complex;
2762,Decreased serum complement factor B,same,Carney syndrome; CNC1; Carney myxoma-endocrine complex;
2763,Decreased serum complement factor I,same,Carney syndrome; CNC1; Carney myxoma-endocrine complex;
2764,Anuria,same,Carney syndrome; CNC1; Carney myxoma-endocrine complex;
2765,Decreased serum complement C3,same,Carney syndrome; CNC1; Carney myxoma-endocrine complex;
2766,Decreased serum complement factor H,same,Carney syndrome; CNC1; Carney myxoma-endocrine complex;
2767,Hemolytic-uremic syndrome,same,Carney syndrome; CNC1; Carney myxoma-endocrine complex;
2768,Increased blood urea nitrogen,same,Carney syndrome; CNC1; Carney myxoma-endocrine complex;
2769,Schistocytosis,same,CAPOS; CAPOS syndrome; Cerebellar ataxia - areflexia - pes cavus - optic atrophy - sensorineural hearing loss;
2770,Partial agenesis of the corpus callosum,same,SCLS; Clarkson disease; Capillary leak syndrome;
2771,Bifid ribs,same,NCMD; Macular dystrophy retinal 1 North Carolina type; MCDR1;
2772,Block vertebrae,same,NCMD; Macular dystrophy retinal 1 North Carolina type; MCDR1;
2773,Prominence of the premaxilla,same,Dentinogenesis imperfecta without osteogenesis imperfecta; Capdepont teeth
2774,Chorioretinal lacunae,same,Dentinogenesis imperfecta without osteogenesis imperfecta; Capdepont teeth
2775,Epileptic spasm,same,Dentinogenesis imperfecta without osteogenesis imperfecta; Capdepont teeth
2776,Metastatic angiosarcoma,same,Dentinogenesis imperfecta without osteogenesis imperfecta; Capdepont teeth
2777,Skin tags,same,Cap disease; Congenital myopathy with caps
2778,Teratoma,same,Hypertrichotic osteochondrodysplasia; Craniofaciocardioskeletal syndrome
2779,Hypoplasia of the fovea,same,Hypertrichotic osteochondrodysplasia; Craniofaciocardioskeletal syndrome
2780,Increased circulating IgG level,same,Hypertrichotic osteochondrodysplasia; Craniofaciocardioskeletal syndrome
2781,Anti-liver cytosolic antigen type 1 antibody positivity,same,Hypertrichotic osteochondrodysplasia; Craniofaciocardioskeletal syndrome
2782,Antineutrophil antibody positivity,same,Cancer of the pancreas; Pancreatic carcinoma; Pancreas cancer;
2783,Antinuclear antibody positivity,same,"CED; Diaphyseal dysplasia 1, progressive; DPD1;"
2784,Liver kidney microsome type 1 antibody positivity,same,CED2; Progressive diaphyseal dysplasia with striations of the bones
2785,Smooth muscle antibody positivity,same,CATSHL syndrome
2786,Spider hemangioma,same,CATSHL syndrome
2787,Acute hepatitis,same,CATSHL syndrome
2788,Diffuse hepatic steatosis,same,Camptodactyly with Taurinuria; Camptodactyly-taurinuria syndrome; Familial streblodactyly with amino-aciduria;
2789,Glomerulonephritis,same,
2790,Increased total bilirubin,same,Guadalajara camptodactyly syndrome type II
2791,Sclerosing cholangitis,same,Guadalajara camptodactyly syndrome type II
2792,Thyroiditis,same,Guadalajara camptodactyly syndrome type II
2793,Ulcerative colitis,same,Guadalajara camptodactyly syndrome type II
2794,Fulminant hepatitis,same,GCS 1; FTSS; Faciothoracoskeletal syndrome
2795,Anterior open bite,same,GCS 1; FTSS; Faciothoracoskeletal syndrome
2796,Ainhum,same,GCS 1; FTSS; Faciothoracoskeletal syndrome
2797,Increased circulating IgA level,same,GCS 1; FTSS; Faciothoracoskeletal syndrome
2798,Increased proportion of CD4-positive T cells,same,GCS 1; FTSS; Faciothoracoskeletal syndrome
2799,Absent axillary hair,same,"Weaver Smith syndrome; WSS; Overgrowth syndrome with accelerated skeletal maturation, unusual facies, and camptodactyly;"
2800,Absent pubic hair,same,"Weaver Smith syndrome; WSS; Overgrowth syndrome with accelerated skeletal maturation, unusual facies, and camptodactyly;"
2801,Aplasia/Hypoplasia of the fallopian tube,same,"Weaver Smith syndrome; WSS; Overgrowth syndrome with accelerated skeletal maturation, unusual facies, and camptodactyly;"
2802,Aplasia/hypoplasia of the uterus,same,"Weaver Smith syndrome; WSS; Overgrowth syndrome with accelerated skeletal maturation, unusual facies, and camptodactyly;"
2803,Male infertility,same,"Weaver Smith syndrome; WSS; Overgrowth syndrome with accelerated skeletal maturation, unusual facies, and camptodactyly;"
2804,Absent facial hair,same,"Skeletal dysplasia related to campomelic dysplasia; Campomelic dysplasia, mild"
2805,Blind vagina,same,CMPD; CMPD1; CMD1;
2806,Labial hypoplasia,same,CMPD; CMPD1; CMD1;
2807,Primary amenorrhea,same,CMPD; CMPD1; CMD1;
2808,Abnormality of the endocrine system,same,CMPD; CMPD1; CMD1;
2809,Aminoaciduria,same,CMPD; CMPD1; CMD1;
2810,Calcification of cartilage,same,CMPD; CMPD1; CMD1;
2811,Coronary artery calcification,same,CMPD; CMPD1; CMD1;
2812,Intervertebral disk calcification,same,CMPD; CMPD1; CMD1;
2813,Abnormality of the nose,same,CMPD; CMPD1; CMD1;
2814,Tendon rupture,same,Holoprosencephaly craniosynostosis; Camera Lituania Cohen syndrome; Semilobar holoprosencephaly and primary craniosynostosis
2815,Thickened Achilles tendon,same,LGMD2A; Calpainopathy; Limb-girdle muscular dystrophy type 2;
2816,Atherosclerosis,same,LGMD2A; Calpainopathy; Limb-girdle muscular dystrophy type 2;
2817,Arthropathy,same,CCAL2; Chondrocalcinosis familial articular; Familial articular chondrocalcinosis;
2818,Intervertebral disc degeneration,same,Pilomatricoma; PTR; Calcifying epithelioma of Malherbe
2819,Pigmentation of the sclera,same,Calcaneonavicular coalition
2820,Decreased CSF/serum albumin ratio,same,Calcaneonavicular coalition
2821,Elevated alpha-fetoprotein,same,CAH
2822,Elevated brain choline level by MRS,same,Infantile cortical hyperostosis
2823,High myoinositol in brain by MRS,same,Infantile cortical hyperostosis
2824,Impaired oral bolus formation,same,"Dehydratase deficiency; Hyperphenylalaninemia with Primapterinuria; Hyperphenylalaninemia, BH4-deficient, D;"
2825,Impaired oropharyngeal swallow response,same,"Dehydratase deficiency; Hyperphenylalaninemia with Primapterinuria; Hyperphenylalaninemia, BH4-deficient, D;"
2826,Intrinsic hand muscle atrophy,same,CDG1Z; Congenital disorder of glycosylation type 1z; CDG syndrome type Iz;
2827,Pain insensitivity,same,CDG1Z; Congenital disorder of glycosylation type 1z; CDG syndrome type Iz;
2828,Reduced brain glutamine level by MRS,same,"Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy; Dementia, hereditary multi-infarct type; Familial vascular leukoencephalopathy;"
2829,Reduced brain N-acetyl aspartate level by MRS,same,"Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy; Dementia, hereditary multi-infarct type; Familial vascular leukoencephalopathy;"
2830,Suck reflex,same,"Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy; Dementia, hereditary multi-infarct type; Familial vascular leukoencephalopathy;"
2831,Action tremor,same,"Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy; Dementia, hereditary multi-infarct type; Familial vascular leukoencephalopathy;"
2832,Alacrima,same,"Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy; Dementia, hereditary multi-infarct type; Familial vascular leukoencephalopathy;"
2833,Decreased body weight,same,Childhood ataxia with diffuse central nervous system hypomyelination; CACH syndrome; CACH/VWM syndrome;
2834,Decreased CSF 5-hydroxyindolacetic acid,same,"Intellectual disability, X-linked, syndromic 15; CUL4B-related X-linked intellectual disability; X-linked intellectual disability, Cabezas type;"
2835,Decreased CSF albumin concentration,same,"Intellectual disability, X-linked, syndromic 15; CUL4B-related X-linked intellectual disability; X-linked intellectual disability, Cabezas type;"
2836,Perivascular spaces,same,"Cerebral amyloid angiopathy; HCHWA; CAA, familial;"
2837,Sunken cheeks,same,"Cerebral amyloid angiopathy; HCHWA; CAA, familial;"
2838,Cholestasis,same,"Cerebral amyloid angiopathy; HCHWA; CAA, familial;"
2839,Reduced number of intrahepatic bile ducts,same,Opitz trigonocephaly syndrome; Trigonocephaly C syndrome; Trigonocephaly syndrome
2840,Butterfly vertebral arch,same,Opitz trigonocephaly syndrome; Trigonocephaly C syndrome; Trigonocephaly syndrome
2841,Keratoconus,same,Opitz trigonocephaly syndrome; Trigonocephaly C syndrome; Trigonocephaly syndrome
2842,Peripheral pulmonary artery stenosis,same,Buttiens Fryns syndrome
2843,Duplicated collecting system,same,Burton syndrome
2844,Renal artery stenosis,same,"Poikiloderma, hereditary acrokeratotic; Bullous acrokeratotic poikiloderma of kindler and weary; Poikiloderma, congenital, with bullae, weary type;"
2845,Axenfeld anomaly,same,"Poikiloderma, hereditary acrokeratotic; Bullous acrokeratotic poikiloderma of kindler and weary; Poikiloderma, congenital, with bullae, weary type;"
2846,Chorioretinal atrophy,same,"Poikiloderma, hereditary acrokeratotic; Bullous acrokeratotic poikiloderma of kindler and weary; Poikiloderma, congenital, with bullae, weary type;"
2847,Exocrine pancreatic insufficiency,same,"Poikiloderma, hereditary acrokeratotic; Bullous acrokeratotic poikiloderma of kindler and weary; Poikiloderma, congenital, with bullae, weary type;"
2848,Multiple small medullary renal cysts,same,Spinal and bulbar muscular atrophy; X-linked spinal and bulbar muscular atrophy; Bulbospinal muscular atrophy;
2849,Abnormality of circulating enzyme level,same,Membranous obstruction of the inferior vena cava
2850,Calcinosis,same,Brunner syndrome
2851,Hyperoxaluria,same,Brunner syndrome
2852,Metabolic acidosis,same,
2853,Arterial occlusion,same,"Right bundle branch block, ST segment elevation, and sudden death syndrome; Sudden unexpected nocturnal death syndrome"
2854,Atrioventricular block,same,"Right bundle branch block, ST segment elevation, and sudden death syndrome; Sudden unexpected nocturnal death syndrome"
2855,Calcinosis cutis,same,"Right bundle branch block, ST segment elevation, and sudden death syndrome; Sudden unexpected nocturnal death syndrome"
2856,Calcium oxalate nephrolithiasis,same,"Right bundle branch block, ST segment elevation, and sudden death syndrome; Sudden unexpected nocturnal death syndrome"
2857,Intermittent claudication,same,Malta fever; Undulant fever; Rock fever;
2858,Optic neuropathy,same,Malta fever; Undulant fever; Rock fever;
2859,Peripheral arterial stenosis,same,Malta fever; Undulant fever; Rock fever;
2860,Retinal crystals,same,Malta fever; Undulant fever; Rock fever;
2861,Alaninuria,same,Malta fever; Undulant fever; Rock fever;
2862,Abnormal pelvis bone ossification,same,Malta fever; Undulant fever; Rock fever;
2863,Abnormality of vertebral epiphysis morphology,same,Malta fever; Undulant fever; Rock fever;
2864,Hypophosphatemia,same,Malta fever; Undulant fever; Rock fever;
2865,Osteopetrosis,same,Malta fever; Undulant fever; Rock fever;
2866,Sandwich appearance of vertebral bodies,same,Malta fever; Undulant fever; Rock fever;
2867,Sclerotic vertebral endplates,same,Pontobulbar palsy and neurosensory deafness; BVVLS; Pontobulbar palsy with deafness;
2868,Abnormal chorioretinal morphology,same,
2869,Generalized osteosclerosis,same,Brody disease; Sarcoplasmic reticulum -Ca2+ATPase deficiency
2870,Mandibular osteomyelitis,same,Rubinstein syndrome; RSTS; Broad thumb-hallux syndrome;
2871,Abnormality of the vertebral endplates,same,Rubinstein syndrome; RSTS; Broad thumb-hallux syndrome;
2872,Elevated serum acid phosphatase,same,Rubinstein syndrome; RSTS; Broad thumb-hallux syndrome;
2873,Facial paralysis,same,Rubinstein syndrome; RSTS; Broad thumb-hallux syndrome;
2874,Fractures of the long bones,same,Rubinstein syndrome; RSTS; Broad thumb-hallux syndrome;
2875,Hip osteoarthritis,same,Rubinstein syndrome; RSTS; Broad thumb-hallux syndrome;
2876,Abnormal morphology of the choroidal vasculature,same,Rubinstein syndrome; RSTS; Broad thumb-hallux syndrome;
2877,Depigmented fundus,same,Rubinstein syndrome; RSTS; Broad thumb-hallux syndrome;
2878,Generalized hypopigmentation,same,Rubinstein syndrome; RSTS; Broad thumb-hallux syndrome;
2879,Generalized hypopigmentation of hair,same,Rubinstein syndrome; RSTS; Broad thumb-hallux syndrome;
2880,Iris transillumination defect,same,Rubinstein syndrome; RSTS; Broad thumb-hallux syndrome;
2881,Optic nerve misrouting,same,Rubinstein syndrome; RSTS; Broad thumb-hallux syndrome;
2882,White eyebrow,same,Macrogyria; Broad gyri of cerebrum; Large gyri of cerebrum
2883,White eyelashes,same,Hyperlipoproteinemia type 3; Hyperlipoproteinemia type III; Broad-betalipoproteinemia;
2884,Actinic keratosis,same,Hyperlipoproteinemia type 3; Hyperlipoproteinemia type III; Broad-betalipoproteinemia;
2885,Absent skin pigmentation,same,Hyperlipoproteinemia type 3; Hyperlipoproteinemia type III; Broad-betalipoproteinemia;
2886,Basal cell carcinoma,same,BRKS2
2887,Melanoma,same,
2888,Squamous cell carcinoma of the skin,same,
2889,Freckles in sun-exposed areas,same,
2890,Partial albinism,same,
2891,Piebaldism,same,
2892,Heterochromia iridis,same,
2893,Congenital sensorineural hearing impairment,same,
